Chronic_disease,ICD_Code,ICD_Version
Cancer,1820,ICD9
Cancer,1828,ICD9
Cancer,1830,ICD9
Cancer,1832,ICD9
Cancer,1833,ICD9
Cancer,1835,ICD9
Cancer,1834,ICD9
Cancer,1839,ICD9
Cancer,1849,ICD9
Cancer,1871,ICD9
Cancer,1872,ICD9
Cancer,1873,ICD9
Cancer,1878,ICD9
Cancer,1874,ICD9
Cancer,1860,ICD9
Cancer,1869,ICD9
Cancer,1875,ICD9
Cancer,1876,ICD9
Cancer,1877,ICD9
Cancer,1879,ICD9
Cancer,1890,ICD9
Cancer,1891,ICD9
Cancer,1892,ICD9
Cancer,1880,ICD9
Cancer,1881,ICD9
Cancer,1882,ICD9
Cancer,1883,ICD9
Cancer,1884,ICD9
Cancer,1885,ICD9
Cancer,1886,ICD9
Cancer,1887,ICD9
Cancer,1888,ICD9
Cancer,1889,ICD9
Cancer,1893,ICD9
Cancer,1894,ICD9
Cancer,1898,ICD9
Cancer,1899,ICD9
Cancer,1903,ICD9
Cancer,1904,ICD9
Cancer,1905,ICD9
Cancer,1906,ICD9
Cancer,1900,ICD9
Cancer,1902,ICD9
Cancer,1907,ICD9
Cancer,1901,ICD9
Cancer,1908,ICD9
Cancer,1909,ICD9
Cancer,1921,ICD9
Cancer,1923,ICD9
Cancer,1910,ICD9
Cancer,1911,ICD9
Cancer,1912,ICD9
Cancer,1913,ICD9
Cancer,1914,ICD9
Cancer,1915,ICD9
Cancer,1916,ICD9
Cancer,1917,ICD9
Cancer,1918,ICD9
Cancer,1919,ICD9
Cancer,1922,ICD9
Cancer,1920,ICD9
Cancer,1928,ICD9
Cancer,1929,ICD9
Cancer,1940,ICD9
Cancer,1941,ICD9
Cancer,1943,ICD9
Cancer,1944,ICD9
Cancer,1945,ICD9
Cancer,1946,ICD9
Cancer,1948,ICD9
Cancer,1949,ICD9
Cancer,1950,ICD9
Cancer,1951,ICD9
Cancer,1952,ICD9
Cancer,1953,ICD9
Cancer,1954,ICD9
Cancer,1955,ICD9
Cancer,1958,ICD9
Cancer,1960,ICD9
Cancer,1961,ICD9
Cancer,1962,ICD9
Cancer,1963,ICD9
Cancer,1965,ICD9
Cancer,1966,ICD9
Cancer,1968,ICD9
Cancer,1969,ICD9
Cancer,1970,ICD9
Cancer,1971,ICD9
Cancer,1972,ICD9
Cancer,1973,ICD9
Cancer,1974,ICD9
Cancer,1975,ICD9
Cancer,1976,ICD9
Cancer,1977,ICD9
Cancer,1978,ICD9
Cancer,1980,ICD9
Cancer,1981,ICD9
Cancer,1982,ICD9
Cancer,1983,ICD9
Cancer,1984,ICD9
Cancer,1985,ICD9
Cancer,1986,ICD9
Cancer,1987,ICD9
Cancer,1990,ICD9
Cancer,1992,ICD9
Diabetes,7751,ICD9
Diabetes,3572,ICD9
Diabetes,3559,ICD9
Diabetes,5363,ICD9
Diabetes,3535,ICD9
Diabetes,7854,ICD9
Diabetes,7135,ICD9
Diabetes,7098,ICD9
Diabetes,5238,ICD9
Diabetes,5289,ICD9
Diabetes,2511,ICD9
Cardiovascular Disease,3940,ICD9
Cardiovascular Disease,3941,ICD9
Cardiovascular Disease,3942,ICD9
Cardiovascular Disease,3949,ICD9
Cardiovascular Disease,3950,ICD9
Cardiovascular Disease,3951,ICD9
Cardiovascular Disease,3952,ICD9
Cardiovascular Disease,3959,ICD9
Cardiovascular Disease,3970,ICD9
Cardiovascular Disease,3960,ICD9
Cardiovascular Disease,3961,ICD9
Cardiovascular Disease,3962,ICD9
Cardiovascular Disease,3963,ICD9
Cardiovascular Disease,3979,ICD9
Cardiovascular Disease,3968,ICD9
Cardiovascular Disease,3969,ICD9
Cardiovascular Disease,3980,ICD9
Cardiovascular Disease,3971,ICD9
Cardiovascular Disease,4010,ICD9
Cardiovascular Disease,4011,ICD9
Cardiovascular Disease,4019,ICD9
Cardiovascular Disease,4111,ICD9
Cardiovascular Disease,4131,ICD9
Cardiovascular Disease,4139,ICD9
Cardiovascular Disease,4295,ICD9
Cardiovascular Disease,4296,ICD9
Cardiovascular Disease,4110,ICD9
Cardiovascular Disease,4292,ICD9
Cardiovascular Disease,4148,ICD9
Cardiovascular Disease,4142,ICD9
Cardiovascular Disease,4143,ICD9
Cardiovascular Disease,4144,ICD9
Cardiovascular Disease,4149,ICD9
Cardiovascular Disease,4170,ICD9
Cardiovascular Disease,4231,ICD9
Cardiovascular Disease,4232,ICD9
Cardiovascular Disease,4240,ICD9
Cardiovascular Disease,4241,ICD9
Cardiovascular Disease,4242,ICD9
Cardiovascular Disease,4243,ICD9
Cardiovascular Disease,4211,ICD9
Cardiovascular Disease,4254,ICD9
Cardiovascular Disease,4250,ICD9
Cardiovascular Disease,4253,ICD9
Cardiovascular Disease,4255,ICD9
Cardiovascular Disease,4259,ICD9
Cardiovascular Disease,4252,ICD9
Cardiovascular Disease,4258,ICD9
Cardiovascular Disease,4260,ICD9
Cardiovascular Disease,4262,ICD9
Cardiovascular Disease,4263,ICD9
Cardiovascular Disease,4264,ICD9
Cardiovascular Disease,4266,ICD9
Cardiovascular Disease,4267,ICD9
Cardiovascular Disease,4269,ICD9
Cardiovascular Disease,4275,ICD9
Cardiovascular Disease,4271,ICD9
Cardiovascular Disease,4270,ICD9
Cardiovascular Disease,4272,ICD9
Cardiovascular Disease,4279,ICD9
Cardiovascular Disease,4281,ICD9
Cardiovascular Disease,4280,ICD9
Cardiovascular Disease,4289,ICD9
Cardiovascular Disease,4290,ICD9
Cardiovascular Disease,4291,ICD9
Cardiovascular Disease,4293,ICD9
Cardiovascular Disease,4299,ICD9
Cardiovascular Disease,4321,ICD9
Cardiovascular Disease,4320,ICD9
Cardiovascular Disease,4329,ICD9
Cardiovascular Disease,4373,ICD9
Cardiovascular Disease,4370,ICD9
Cardiovascular Disease,463,ICD9
Cardiovascular Disease,4372,ICD9
Cardiovascular Disease,4375,ICD9
Cardiovascular Disease,4376,ICD9
Cardiovascular Disease,4374,ICD9
Cardiovascular Disease,4371,ICD9
Cardiovascular Disease,4359,ICD9
Cardiovascular Disease,4378,ICD9
Cardiovascular Disease,4379,ICD9
Cardiovascular Disease,4389,ICD9
Cardiovascular Disease,4380,ICD9
Cardiovascular Disease,4386,ICD9
Cardiovascular Disease,4387,ICD9
Cardiovascular Disease,4400,ICD9
Cardiovascular Disease,4401,ICD9
Cardiovascular Disease,7079,ICD9
Cardiovascular Disease,7854,ICD9
Cardiovascular Disease,4408,ICD9
Cardiovascular Disease,4409,ICD9
Cardiovascular Disease,4404,ICD9
Cardiovascular Disease,4411,ICD9
Cardiovascular Disease,4412,ICD9
Cardiovascular Disease,4413,ICD9
Cardiovascular Disease,4414,ICD9
Cardiovascular Disease,4416,ICD9
Cardiovascular Disease,4417,ICD9
Cardiovascular Disease,4415,ICD9
Cardiovascular Disease,4419,ICD9
Cardiovascular Disease,4420,ICD9
Cardiovascular Disease,4421,ICD9
Cardiovascular Disease,4422,ICD9
Cardiovascular Disease,4423,ICD9
Cardiovascular Disease,4429,ICD9
Cardiovascular Disease,4430,ICD9
Cardiovascular Disease,4431,ICD9
Cardiovascular Disease,4439,ICD9
Cardiovascular Disease,4441,ICD9
Cardiovascular Disease,4449,ICD9
Cardiovascular Disease,4470,ICD9
Cardiovascular Disease,4471,ICD9
Cardiovascular Disease,4472,ICD9
Cardiovascular Disease,4473,ICD9
Cardiovascular Disease,4478,ICD9
Cardiovascular Disease,4474,ICD9
Cardiovascular Disease,4475,ICD9
Cardiovascular Disease,4476,ICD9
Cardiovascular Disease,4479,ICD9
Cardiovascular Disease,4480,ICD9
Cardiovascular Disease,4530,ICD9
Cardiovascular Disease,4531,ICD9
Cardiovascular Disease,4532,ICD9
Cardiovascular Disease,4533,ICD9
Cardiovascular Disease,4561,ICD9
Cardiovascular Disease,4560,ICD9
Cardiovascular Disease,2891,ICD9
Cardiovascular Disease,4571,ICD9
Cardiovascular Disease,4572,ICD9
Cardiovascular Disease,4578,ICD9
Cardiovascular Disease,4579,ICD9
Cardiovascular Disease,4294,ICD9
Cardiovascular Disease,9971,ICD9
Cardiovascular Disease,4570,ICD9
Chronic Obstructive Pulmonary Disease,4910,ICD9
Chronic Obstructive Pulmonary Disease,4911,ICD9
Chronic Obstructive Pulmonary Disease,4918,ICD9
Chronic Obstructive Pulmonary Disease,4919,ICD9
Chronic Obstructive Pulmonary Disease,4928,ICD9
Chronic Obstructive Pulmonary Disease,4920,ICD9
Chronic Obstructive Pulmonary Disease,4150,ICD9
Chronic Obstructive Pulmonary Disease,4160,ICD9
Chronic Obstructive Pulmonary Disease,4161,ICD9
Chronic Obstructive Pulmonary Disease,4168,ICD9
Chronic Obstructive Pulmonary Disease,4169,ICD9
Chronic Obstructive Pulmonary Disease,4162,ICD9
Mental Health Conditions,2900,ICD9
Mental Health Conditions,2908,ICD9
Mental Health Conditions,2909,ICD9
Mental Health Conditions,2940,ICD9
Mental Health Conditions,2930,ICD9
Mental Health Conditions,2931,ICD9
Mental Health Conditions,2948,ICD9
Mental Health Conditions,3100,ICD9
Mental Health Conditions,3101,ICD9
Mental Health Conditions,3102,ICD9
Mental Health Conditions,3109,ICD9
Mental Health Conditions,2910,ICD9
Mental Health Conditions,2915,ICD9
Mental Health Conditions,2913,ICD9
Mental Health Conditions,2919,ICD9
Mental Health Conditions,2911,ICD9
Mental Health Conditions,2912,ICD9
Mental Health Conditions,2929,ICD9
Mental Health Conditions,2922,ICD9
Mental Health Conditions,2920,ICD9
Mental Health Conditions,3051,ICD9
Mental Health Conditions,2970,ICD9
Mental Health Conditions,2971,ICD9
Mental Health Conditions,2972,ICD9
Mental Health Conditions,2973,ICD9
Mental Health Conditions,2989,ICD9
Mental Health Conditions,2967,ICD9
Mental Health Conditions,2980,ICD9
Mental Health Conditions,3004,ICD9
Mental Health Conditions,3003,ICD9
Mental Health Conditions,3089,ICD9
Mental Health Conditions,3099,ICD9
Mental Health Conditions,3090,ICD9
Mental Health Conditions,3091,ICD9
Mental Health Conditions,3093,ICD9
Mental Health Conditions,3094,ICD9
Mental Health Conditions,2982,ICD9
Mental Health Conditions,3007,ICD9
Mental Health Conditions,3060,ICD9
Mental Health Conditions,3061,ICD9
Mental Health Conditions,3062,ICD9
Mental Health Conditions,3063,ICD9
Mental Health Conditions,3064,ICD9
Mental Health Conditions,3067,ICD9
Mental Health Conditions,3068,ICD9
Mental Health Conditions,3069,ICD9
Mental Health Conditions,3006,ICD9
Mental Health Conditions,3005,ICD9
Mental Health Conditions,3009,ICD9
Mental Health Conditions,V402,ICD9
Mental Health Conditions,V409,ICD9
Mental Health Conditions,3071,ICD9
Mental Health Conditions,V417,ICD9
Mental Health Conditions,3010,ICD9
Mental Health Conditions,3017,ICD9
Mental Health Conditions,3013,ICD9
Mental Health Conditions,3014,ICD9
Mental Health Conditions,3016,ICD9
Mental Health Conditions,3019,ICD9
Mental Health Conditions,3079,ICD9
Mental Health Conditions,3026,ICD9
Mental Health Conditions,3023,ICD9
Mental Health Conditions,3024,ICD9
Mental Health Conditions,3022,ICD9
Mental Health Conditions,3021,ICD9
Mental Health Conditions,3029,ICD9
Mental Health Conditions,3180,ICD9
Mental Health Conditions,3181,ICD9
Mental Health Conditions,3182,ICD9
Mental Health Conditions,3151,ICD9
Mental Health Conditions,3152,ICD9
Mental Health Conditions,3159,ICD9
Mental Health Conditions,V400,ICD9
Mental Health Conditions,3154,ICD9
Mental Health Conditions,3308,ICD9
Mental Health Conditions,3158,ICD9
Mental Health Conditions,3142,ICD9
Mental Health Conditions,3149,ICD9
Mental Health Conditions,3129,ICD9
Mental Health Conditions,3130,ICD9
Mental Health Conditions,3133,ICD9
Mental Health Conditions,3139,ICD9
Mental Health Conditions,3076,ICD9
Mental Health Conditions,3077,ICD9
Mental Health Conditions,3073,ICD9
Mental Health Conditions,3070,ICD9
Back Pain,7200,ICD9
Back Pain,7201,ICD9
Back Pain,7202,ICD9
Back Pain,7209,ICD9
Back Pain,7211,ICD9
Back Pain,7210,ICD9
Back Pain,7212,ICD9
Back Pain,7213,ICD9
Back Pain,7216,ICD9
Back Pain,7215,ICD9
Back Pain,7217,ICD9
Back Pain,7218,ICD9
Arthritis,7141,ICD9
Arthritis,7142,ICD9
Arthritis,3596,ICD9
Arthritis,7140,ICD9
Arthritis,3571,ICD9
Arthritis,7149,ICD9
Arthritis,7200,ICD9
Arthritis,7144,ICD9
Gout,2749,ICD9
Gout,9849,ICD9
Chronic Kidney Disease,5851,ICD9
Chronic Kidney Disease,5852,ICD9
Chronic Kidney Disease,5853,ICD9
Chronic Kidney Disease,5854,ICD9
Chronic Kidney Disease,5855,ICD9
Chronic Kidney Disease,5859,ICD9
Cancer,179,ICD9
Cancer,181,ICD9
Cancer,185,ICD9
Cancer,193,ICD9
Cardiovascular Disease,393,ICD9
Cardiovascular Disease,412,ICD9
Cardiovascular Disease,430,ICD9
Cardiovascular Disease,431,ICD9
Cardiovascular Disease,436,ICD9
Chronic Obstructive Pulmonary Disease,496,ICD9
Mental Health Conditions,311,ICD9
Mental Health Conditions,316,ICD9
Mental Health Conditions,317,ICD9
Mental Health Conditions,319,ICD9
Cancer,1988,ICD9
Cancer,2029,ICD9
Diabetes,6480,ICD9
Diabetes,2492,ICD9
Diabetes,2491,ICD9
Diabetes,2493,ICD9
Diabetes,2494,ICD9
Diabetes,5818,ICD9
Diabetes,2495,ICD9
Diabetes,3620,ICD9
Diabetes,3664,ICD9
Diabetes,2496,ICD9
Diabetes,3498,ICD9
Diabetes,2497,ICD9
Diabetes,4438,ICD9
Diabetes,2498,ICD9
Diabetes,7168,ICD9
Diabetes,2499,ICD9
Diabetes,2490,ICD9
Diabetes,5838,ICD9
Diabetes,2501,ICD9
Diabetes,2503,ICD9
Diabetes,2504,ICD9
Diabetes,2505,ICD9
Diabetes,2506,ICD9
Diabetes,2507,ICD9
Diabetes,2508,ICD9
Diabetes,2509,ICD9
Diabetes,2500,ICD9
Diabetes,2502,ICD9
Cardiovascular Disease,3989,ICD9
Cardiovascular Disease,4020,ICD9
Cardiovascular Disease,4021,ICD9
Cardiovascular Disease,4029,ICD9
Cardiovascular Disease,4030,ICD9
Cardiovascular Disease,4031,ICD9
Cardiovascular Disease,4039,ICD9
Cardiovascular Disease,4040,ICD9
Cardiovascular Disease,4041,ICD9
Cardiovascular Disease,4049,ICD9
Cardiovascular Disease,4050,ICD9
Cardiovascular Disease,4051,ICD9
Cardiovascular Disease,4059,ICD9
Cardiovascular Disease,4101,ICD9
Cardiovascular Disease,4100,ICD9
Cardiovascular Disease,4103,ICD9
Cardiovascular Disease,4102,ICD9
Cardiovascular Disease,4104,ICD9
Cardiovascular Disease,4108,ICD9
Cardiovascular Disease,4105,ICD9
Cardiovascular Disease,4106,ICD9
Cardiovascular Disease,4109,ICD9
Cardiovascular Disease,4107,ICD9
Cardiovascular Disease,4297,ICD9
Cardiovascular Disease,4118,ICD9
Cardiovascular Disease,4140,ICD9
Cardiovascular Disease,4141,ICD9
Cardiovascular Disease,4249,ICD9
Cardiovascular Disease,4251,ICD9
Cardiovascular Disease,4261,ICD9
Cardiovascular Disease,4265,ICD9
Cardiovascular Disease,4268,ICD9
Cardiovascular Disease,4273,ICD9
Cardiovascular Disease,4274,ICD9
Cardiovascular Disease,4276,ICD9
Cardiovascular Disease,4278,ICD9
Cardiovascular Disease,4282,ICD9
Cardiovascular Disease,4283,ICD9
Cardiovascular Disease,4284,ICD9
Cardiovascular Disease,4298,ICD9
Cardiovascular Disease,4339,ICD9
Cardiovascular Disease,4332,ICD9
Cardiovascular Disease,4330,ICD9
Cardiovascular Disease,4331,ICD9
Cardiovascular Disease,4338,ICD9
Cardiovascular Disease,4340,ICD9
Cardiovascular Disease,4341,ICD9
Cardiovascular Disease,4349,ICD9
Cardiovascular Disease,4333,ICD9
Cardiovascular Disease,4432,ICD9
Cardiovascular Disease,3483,ICD9
Cardiovascular Disease,4381,ICD9
Cardiovascular Disease,4383,ICD9
Cardiovascular Disease,4384,ICD9
Cardiovascular Disease,4382,ICD9
Cardiovascular Disease,4385,ICD9
Cardiovascular Disease,4388,ICD9
Cardiovascular Disease,4402,ICD9
Cardiovascular Disease,7071,ICD9
Cardiovascular Disease,4403,ICD9
Cardiovascular Disease,4410,ICD9
Cardiovascular Disease,4428,ICD9
Cardiovascular Disease,4438,ICD9
Cardiovascular Disease,4440,ICD9
Cardiovascular Disease,4442,ICD9
Cardiovascular Disease,4448,ICD9
Cardiovascular Disease,4450,ICD9
Cardiovascular Disease,4458,ICD9
Cardiovascular Disease,4477,ICD9
Cardiovascular Disease,4537,ICD9
Cardiovascular Disease,4535,ICD9
Cardiovascular Disease,4562,ICD9
Cardiovascular Disease,4591,ICD9
Cardiovascular Disease,4593,ICD9
Cardiovascular Disease,4582,ICD9
Chronic Obstructive Pulmonary Disease,4912,ICD9
Chronic Obstructive Pulmonary Disease,4932,ICD9
Chronic Obstructive Pulmonary Disease,4151,ICD9
Asthma,4930,ICD9
Asthma,4931,ICD9
Asthma,4939,ICD9
Asthma,4938,ICD9
Mental Health Conditions,2904,ICD9
Mental Health Conditions,2941,ICD9
Mental Health Conditions,2901,ICD9
Mental Health Conditions,2902,ICD9
Mental Health Conditions,2942,ICD9
Mental Health Conditions,2938,ICD9
Mental Health Conditions,3108,ICD9
Mental Health Conditions,3050,ICD9
Mental Health Conditions,2918,ICD9
Mental Health Conditions,3039,ICD9
Mental Health Conditions,3030,ICD9
Mental Health Conditions,3055,ICD9
Mental Health Conditions,2928,ICD9
Mental Health Conditions,2921,ICD9
Mental Health Conditions,3040,ICD9
Mental Health Conditions,3052,ICD9
Mental Health Conditions,3043,ICD9
Mental Health Conditions,3054,ICD9
Mental Health Conditions,3041,ICD9
Mental Health Conditions,3056,ICD9
Mental Health Conditions,3042,ICD9
Mental Health Conditions,3057,ICD9
Mental Health Conditions,3044,ICD9
Mental Health Conditions,3053,ICD9
Mental Health Conditions,3045,ICD9
Mental Health Conditions,3059,ICD9
Mental Health Conditions,3046,ICD9
Mental Health Conditions,3058,ICD9
Mental Health Conditions,2953,ICD9
Mental Health Conditions,2951,ICD9
Mental Health Conditions,2952,ICD9
Mental Health Conditions,2959,ICD9
Mental Health Conditions,2956,ICD9
Mental Health Conditions,2954,ICD9
Mental Health Conditions,2958,ICD9
Mental Health Conditions,3012,ICD9
Mental Health Conditions,2957,ICD9
Mental Health Conditions,2960,ICD9
Mental Health Conditions,2968,ICD9
Mental Health Conditions,2964,ICD9
Mental Health Conditions,2965,ICD9
Mental Health Conditions,2966,ICD9
Mental Health Conditions,2962,ICD9
Mental Health Conditions,2963,ICD9
Mental Health Conditions,2969,ICD9
Mental Health Conditions,3011,ICD9
Mental Health Conditions,3002,ICD9
Mental Health Conditions,3000,ICD9
Mental Health Conditions,3098,ICD9
Mental Health Conditions,3092,ICD9
Mental Health Conditions,3001,ICD9
Mental Health Conditions,3008,ICD9
Mental Health Conditions,3078,ICD9
Mental Health Conditions,3065,ICD9
Mental Health Conditions,3075,ICD9
Mental Health Conditions,3074,ICD9
Mental Health Conditions,3270,ICD9
Mental Health Conditions,3271,ICD9
Mental Health Conditions,3027,ICD9
Mental Health Conditions,3018,ICD9
Mental Health Conditions,3015,ICD9
Mental Health Conditions,3123,ICD9
Mental Health Conditions,3025,ICD9
Mental Health Conditions,3028,ICD9
Mental Health Conditions,3153,ICD9
Mental Health Conditions,3150,ICD9
Mental Health Conditions,2990,ICD9
Mental Health Conditions,2991,ICD9
Mental Health Conditions,2998,ICD9
Mental Health Conditions,2999,ICD9
Mental Health Conditions,3140,ICD9
Mental Health Conditions,3128,ICD9
Mental Health Conditions,3120,ICD9
Mental Health Conditions,3122,ICD9
Mental Health Conditions,3138,ICD9
Mental Health Conditions,3121,ICD9
Mental Health Conditions,3132,ICD9
Mental Health Conditions,3072,ICD9
Back Pain,7302,ICD9
Back Pain,7309,ICD9
Back Pain,7229,ICD9
Back Pain,7208,ICD9
Back Pain,7219,ICD9
Back Pain,7214,ICD9
Arthritis,7148,ICD9
Arthritis,7143,ICD9
Arthritis,7165,ICD9
Arthritis,7166,ICD9
Arthritis,7162,ICD9
Arthritis,7150,ICD9
Arthritis,7158,ICD9
Arthritis,7159,ICD9
Arthritis,7151,ICD9
Arthritis,7152,ICD9
Arthritis,7153,ICD9
Gout,2740,ICD9
Gout,2741,ICD9
Gout,2748,ICD9
Chronic Kidney Disease,6422,ICD9
Cancer,198,ICD9
Cancer,202,ICD9
Diabetes,648,ICD9
Diabetes,249,ICD9
Diabetes,581,ICD9
Diabetes,362,ICD9
Diabetes,366,ICD9
Diabetes,349,ICD9
Diabetes,443,ICD9
Diabetes,716,ICD9
Diabetes,583,ICD9
Diabetes,250,ICD9
Cardiovascular Disease,398,ICD9
Cardiovascular Disease,402,ICD9
Cardiovascular Disease,403,ICD9
Cardiovascular Disease,404,ICD9
Cardiovascular Disease,405,ICD9
Cardiovascular Disease,410,ICD9
Cardiovascular Disease,429,ICD9
Cardiovascular Disease,411,ICD9
Cardiovascular Disease,414,ICD9
Cardiovascular Disease,424,ICD9
Cardiovascular Disease,425,ICD9
Cardiovascular Disease,426,ICD9
Cardiovascular Disease,427,ICD9
Cardiovascular Disease,428,ICD9
Cardiovascular Disease,433,ICD9
Cardiovascular Disease,434,ICD9
Cardiovascular Disease,443,ICD9
Cardiovascular Disease,348,ICD9
Cardiovascular Disease,438,ICD9
Cardiovascular Disease,440,ICD9
Cardiovascular Disease,707,ICD9
Cardiovascular Disease,441,ICD9
Cardiovascular Disease,442,ICD9
Cardiovascular Disease,444,ICD9
Cardiovascular Disease,445,ICD9
Cardiovascular Disease,447,ICD9
Cardiovascular Disease,453,ICD9
Cardiovascular Disease,456,ICD9
Cardiovascular Disease,459,ICD9
Cardiovascular Disease,458,ICD9
Chronic Obstructive Pulmonary Disease,491,ICD9
Chronic Obstructive Pulmonary Disease,493,ICD9
Chronic Obstructive Pulmonary Disease,415,ICD9
Asthma,493,ICD9
Mental Health Conditions,290,ICD9
Mental Health Conditions,294,ICD9
Mental Health Conditions,293,ICD9
Mental Health Conditions,310,ICD9
Mental Health Conditions,305,ICD9
Mental Health Conditions,291,ICD9
Mental Health Conditions,303,ICD9
Mental Health Conditions,292,ICD9
Mental Health Conditions,304,ICD9
Mental Health Conditions,295,ICD9
Mental Health Conditions,301,ICD9
Mental Health Conditions,296,ICD9
Mental Health Conditions,300,ICD9
Mental Health Conditions,309,ICD9
Mental Health Conditions,307,ICD9
Mental Health Conditions,306,ICD9
Mental Health Conditions,327,ICD9
Mental Health Conditions,302,ICD9
Mental Health Conditions,312,ICD9
Mental Health Conditions,315,ICD9
Mental Health Conditions,299,ICD9
Mental Health Conditions,314,ICD9
Mental Health Conditions,313,ICD9
Back Pain,730,ICD9
Back Pain,722,ICD9
Back Pain,720,ICD9
Back Pain,721,ICD9
Arthritis,714,ICD9
Arthritis,716,ICD9
Arthritis,715,ICD9
Gout,274,ICD9
Chronic Kidney Disease,642,ICD9
Cancer,140,ICD9
Cancer,141,ICD9
Cancer,143,ICD9
Cancer,144,ICD9
Cancer,145,ICD9
Cancer,142,ICD9
Cancer,146,ICD9
Cancer,147,ICD9
Cancer,148,ICD9
Cancer,149,ICD9
Cancer,150,ICD9
Cancer,151,ICD9
Cancer,152,ICD9
Cancer,153,ICD9
Cancer,154,ICD9
Cancer,155,ICD9
Cancer,156,ICD9
Cancer,157,ICD9
Cancer,159,ICD9
Cancer,160,ICD9
Cancer,161,ICD9
Cancer,162,ICD9
Cancer,164,ICD9
Cancer,163,ICD9
Cancer,165,ICD9
Cancer,170,ICD9
Cancer,171,ICD9
Cancer,158,ICD9
Cancer,174,ICD9
Cancer,175,ICD9
Cancer,184,ICD9
Cancer,180,ICD9
Cancer,182,ICD9
Cancer,183,ICD9
Cancer,187,ICD9
Cancer,186,ICD9
Cancer,189,ICD9
Cancer,188,ICD9
Cancer,190,ICD9
Cancer,192,ICD9
Cancer,191,ICD9
Cancer,194,ICD9
Cancer,195,ICD9
Cancer,196,ICD9
Cancer,197,ICD9
Cancer,199,ICD9
Diabetes,775,ICD9
Diabetes,357,ICD9
Diabetes,355,ICD9
Diabetes,536,ICD9
Diabetes,353,ICD9
Diabetes,785,ICD9
Diabetes,713,ICD9
Diabetes,709,ICD9
Diabetes,523,ICD9
Diabetes,528,ICD9
Diabetes,251,ICD9
Cardiovascular Disease,394,ICD9
Cardiovascular Disease,395,ICD9
Cardiovascular Disease,397,ICD9
Cardiovascular Disease,396,ICD9
Cardiovascular Disease,401,ICD9
Cardiovascular Disease,413,ICD9
Cardiovascular Disease,417,ICD9
Cardiovascular Disease,423,ICD9
Cardiovascular Disease,421,ICD9
